invoice_id,customer_id,as_of_date,invoice_amount,payment_terms_days,historical_invoice_count,historical_total_invoice_value,historical_average_invoice_amount,historical_paid_invoice_count,historical_late_payment_count,historical_late_payment_rate,historical_average_payment_delay_days,historical_max_payment_delay_days,historical_outstanding_amount,historical_outstanding_ratio,late_payment_target
aaa5c053-aaab-442b-a25f-5cf2c6d3e636,3cc7350b-72e0-4990-a2f4-79f0e19bfe72,2025-09-27,533.40,15,11,26473.77,2406.706364,9,4,0.4444,1.0000,3,1456.45,0.055015,1
e2198fa8-21fd-4b1b-88a7-9813cf23b341,feb9f5f4-bed9-4b39-bb94-062fa9706005,2025-09-27,2586.99,45,6,29392.91,4898.818333,5,3,0.6000,0.8000,2,2006.11,0.068251,1
151fc19e-0ddf-416b-9d17-ee6c7153dbbd,ed2171b1-c19b-4e0d-8734-299f1f997a16,2025-09-28,1112.43,15,4,5088.18,1272.045000,4,3,0.7500,8.7500,18,0.00,0.000000,1
1f08a6bc-e5dd-4955-bdbd-b2ae03c03a88,3da770f9-a532-48df-a2e4-cf550c263161,2025-09-28,3581.64,30,4,8209.01,2052.252500,4,1,0.2500,3.0000,12,0.00,0.000000,0
24c43050-80a8-42c7-b1e2-6d7b4607b4d8,e74c4bf9-90b2-4723-8b21-9af623c5b124,2025-09-28,1849.43,45,6,13995.99,2332.665000,5,1,0.2000,1.6000,8,497.92,0.035576,0
40258a4a-38c2-4414-af99-1c4b450c464c,8daa11dd-d410-44bf-a0de-622a9ca7c78d,2025-09-28,355.05,15,9,26737.02,2970.780000,8,3,0.3750,1.1250,4,627.48,0.023469,1
5b3003ae-3263-4d60-a0d2-d42bf5927daa,456196a3-f5fd-4769-85c9-fe12f73de5b9,2025-09-28,1864.86,15,5,7016.58,1403.316000,4,1,0.2500,0.2500,1,1285.89,0.183264,0
a2e8dbc1-4296-4f4a-9ac0-677b1ccfbd63,05f197bf-0bdd-44a5-84bb-1878a08666b6,2025-09-28,124.35,15,7,20478.03,2925.432857,5,2,0.4000,0.8000,2,3894.14,0.190162,0
b77f2aae-7307-406e-9a0a-7b4f394298d6,b4ff4a71-e2cb-40a7-afaa-04a5be660e06,2025-09-29,572.04,45,3,1766.08,588.693333,3,1,0.3333,1.0000,3,0.00,0.000000,1
22e1e5a1-ae46-4979-8154-bdd9d558a98b,91f0a872-33ad-4dbe-9801-ac03b375f584,2025-09-30,1363.45,30,5,15681.05,3136.210000,3,3,1.0000,1.3333,2,6208.63,0.395932,1
874a0069-6e30-4823-89a9-a35673c94a92,4f4f2ef2-6350-45b8-af19-6bd90adfc454,2025-09-30,1858.31,15,8,15328.61,1916.076250,7,3,0.4286,1.8571,10,152.09,0.009922,0
3518c0a4-3420-4067-983e-6d67fa57c52e,b7d62bbb-f2b2-4bee-ac69-0e320b4b310f,2025-10-01,10870.86,45,14,39375.67,2812.547857,7,3,0.4286,1.8571,8,11289.26,0.286706,1
495254a1-4477-44f0-9d90-95c52eec2eee,ce1c7e34-50d9-4f3b-ab54-cbb7cab9fa18,2025-10-01,672.19,30,5,8903.61,1780.722000,3,1,0.3333,4.0000,12,2194.09,0.246427,1
5cf98042-fc72-4ae8-b9a0-cd6da4f01add,091ba1e5-58cf-4e6c-badc-17dbe89dea69,2025-10-01,3411.27,45,11,38395.36,3490.487273,7,3,0.4286,1.4286,6,13276.15,0.345775,0
6a274607-6973-4cf8-a347-42947334a01a,744605d3-9330-457d-9c53-8b4b59950976,2025-10-01,3365.15,30,5,13707.35,2741.470000,2,0,0.0000,0.0000,0,3924.10,0.286277,1
be98875e-c5ad-4580-9693-830e66b940fb,3907704e-d22a-40f9-9591-9c06dfc1b6d2,2025-10-01,5760.72,15,6,16758.84,2793.140000,3,2,0.6667,4.6667,13,8041.41,0.479831,1
cc2f587a-c71c-4f4c-a0ff-905bd1a1e85d,b067038f-9577-43c4-a072-0376499a6f51,2025-10-01,4103.95,15,4,12858.97,3214.742500,3,0,0.0000,0.0000,0,5293.97,0.411695,1
0f685742-339d-4c94-a6d5-b129db396dc2,5a2542d2-8392-4c53-bbf2-259d1b7de2ba,2025-10-02,1553.66,30,7,21449.79,3064.255714,4,4,1.0000,16.2500,20,6164.26,0.287381,1
4316609a-9357-4837-90ae-4d568be619bd,113fc32a-23b9-4b41-82f4-df6c2b1ae4ae,2025-10-02,7552.69,30,5,5602.37,1120.474000,5,2,0.4000,1.2000,3,0.00,0.000000,1
e5c28b97-aa4e-4630-8a3d-fceccac019b0,da7dbacc-46a8-44dc-b4c5-5e21bf437da6,2025-10-02,472.46,30,14,35674.28,2548.162857,14,6,0.4286,3.5714,14,0.00,0.000000,0
24b7add6-9bed-4859-aa00-611a4f1b4b68,44e18ff7-c6c4-4f05-810a-10acda026843,2025-10-03,8014.43,30,9,31585.73,3509.525556,9,2,0.2222,2.1111,10,0.00,0.000000,1
2e6b2253-42b0-437c-a018-f90a28223736,6d07afb5-e45f-49c8-8fe6-ab313f89ab9c,2025-10-03,370.02,30,11,39364.14,3578.558182,8,4,0.5000,1.2500,3,15823.36,0.401974,1
2fb785f4-087d-4a6b-ae24-49ceb687179e,e400fe49-64f8-4e45-8877-6c5fd0a7747d,2025-10-03,4690.22,15,5,13460.69,2692.138000,4,2,0.5000,0.7500,2,2619.94,0.194636,0
a03fe465-1eec-43c2-814c-f4d5d007da5b,32ab5f7d-2c86-49a3-b8c6-009538e6624d,2025-10-03,5967.34,30,6,14910.26,2485.043333,3,3,1.0000,6.6667,16,3910.99,0.262302,0
f6206b9f-290a-4f08-b794-a6fabac77eba,32ab5f7d-2c86-49a3-b8c6-009538e6624d,2025-10-03,4004.20,30,6,14910.26,2485.043333,3,3,1.0000,6.6667,16,3910.99,0.262302,0
0edd2caa-75dd-45aa-ba91-bcabeaae6817,403ba4f6-3b05-4fb0-9c95-6068878e01b1,2025-10-04,8880.28,30,8,34196.78,4274.597500,7,3,0.4286,2.7143,14,3973.53,0.116196,0
12ed8d57-29e8-415d-9629-1915764da6bb,05f197bf-0bdd-44a5-84bb-1878a08666b6,2025-10-04,2234.83,15,8,20602.38,2575.297500,5,2,0.4000,0.8000,2,4018.49,0.195050,1
734f5515-3373-4f21-9886-9f709d722672,1c22a6c4-3de0-4f96-b62a-3a6edbbaf732,2025-10-04,5597.19,30,12,16322.93,1360.244167,7,4,0.5714,1.4286,3,6121.27,0.375010,1
967a1bef-c25b-4327-9fc3-932aa6704529,9cbf413a-a00b-482b-9441-e8fce7668a2e,2025-10-04,1110.07,45,9,23352.21,2594.690000,6,1,0.1667,0.5000,3,6719.07,0.287727,1
b2e33c1e-00a7-45d0-a3dc-97d360217739,3cc7350b-72e0-4990-a2f4-79f0e19bfe72,2025-10-04,1140.55,15,12,27007.17,2250.597500,9,4,0.4444,1.0000,3,1989.85,0.073679,1
d8c0bea7-10e6-4c42-ab27-63ac57773785,403ba4f6-3b05-4fb0-9c95-6068878e01b1,2025-10-04,5597.48,30,8,34196.78,4274.597500,7,3,0.4286,2.7143,14,3973.53,0.116196,0
cec9c0d7-8bba-4dd8-b12f-513ad798db9b,00acfd4d-b8a4-441a-b965-3c900cea01a1,2025-10-05,9631.78,30,4,11770.30,2942.575000,3,0,0.0000,0.0000,0,492.92,0.041878,1
fc2c837a-96f7-4f86-8958-a5dbc66d7e66,d768ded2-0e1f-4338-a373-8cb12093b6b9,2025-10-05,7752.75,30,6,8662.96,1443.826667,3,2,0.6667,1.3333,3,3008.15,0.347243,1
fc4fc125-0520-4f3a-b28d-f9c1fca38327,d536df89-ae17-40cc-ae90-1ec234f2db3e,2025-10-05,4616.89,45,5,14987.42,2997.484000,3,1,0.3333,3.0000,9,4770.40,0.318294,1
0ace3958-35f8-42e7-b35d-6b274304582c,6fb7d847-f44b-41dc-a325-7b26c61cbc96,2025-10-06,2330.50,45,9,26746.27,2971.807778,4,1,0.2500,2.5000,10,12506.38,0.467593,0
baaec17e-e9ed-4580-b6dc-f2d19174c9c6,79ce75bd-e156-4762-a109-91880fa27abc,2025-10-06,839.37,45,8,18910.99,2363.873750,5,1,0.2000,1.2000,6,6138.47,0.324598,0
0636e3f3-9fe3-4c9b-8d3e-425b09538613,df5f2a94-fa46-46dc-b4fc-0a08486e8118,2025-10-07,10989.96,30,3,1916.21,638.736667,2,2,1.0000,1.5000,2,1162.96,0.606906,0
0aa5be67-897d-4255-8eef-6eb2689aca3a,bd918df4-d5fc-4b8a-9889-b0f92e0c438b,2025-10-07,505.35,30,3,1795.49,598.496667,2,1,0.5000,0.5000,1,415.11,0.231196,0
55c59f83-cbbd-44cf-9b8d-0a5189dbfbcc,3da770f9-a532-48df-a2e4-cf550c263161,2025-10-07,1257.04,30,5,11790.65,2358.130000,4,1,0.2500,3.0000,12,3581.64,0.303770,1
6f9b8b1a-40de-426b-817b-261e99c7d5fc,3773055e-a1f8-4fba-8846-a4b4eca5c2b7,2025-10-07,9343.12,45,4,6926.40,1731.600000,4,3,0.7500,1.7500,4,0.00,0.000000,0
75fd6f47-1b19-46d7-bd7e-a785fa86eb3c,5a2542d2-8392-4c53-bbf2-259d1b7de2ba,2025-10-07,578.51,30,8,23003.45,2875.431250,4,4,1.0000,16.2500,20,7717.92,0.335511,1
cf480dfc-4b51-44d2-9eff-ed8de6bde2ad,51833259-a233-414c-85fb-6ed59e50dfed,2025-10-07,6646.26,30,9,23311.66,2590.184444,7,4,0.5714,1.4286,6,7486.02,0.321128,1
e7c2bfed-f2cd-4445-b4ea-cae1ce776f04,98c0d934-599f-43f0-b624-02fafa9a625d,2025-10-07,3575.73,30,4,6407.11,1601.777500,4,1,0.2500,0.2500,1,0.00,0.000000,0
f2407420-ce72-4356-9544-9617fe9764b2,44e18ff7-c6c4-4f05-810a-10acda026843,2025-10-07,1103.19,30,10,39600.16,3960.016000,9,2,0.2222,2.1111,10,8014.43,0.202384,0
168a8023-d15d-4203-a8cf-8cb49fb16f7b,fc90d768-4902-4267-aee4-185b5584cee7,2025-10-08,6586.85,30,10,20412.60,2041.260000,9,3,0.3333,2.0000,15,1573.27,0.077073,1
41948c31-eb48-4c6d-9180-3b9ca8d6a837,90ef6a35-c0dc-4b20-aede-0d1b3e525838,2025-10-08,7936.87,30,4,16535.77,4133.942500,4,3,0.7500,6.2500,17,0.00,0.000000,0
7c888bec-3a1e-4a05-a1a8-8137f91c3689,6fb7d847-f44b-41dc-a325-7b26c61cbc96,2025-10-08,1840.65,45,10,29076.77,2907.677000,4,1,0.2500,2.5000,10,14836.88,0.510266,0
9c95a6a5-034a-4353-8720-8d1f90bbf5a3,b7d62bbb-f2b2-4bee-ac69-0e320b4b310f,2025-10-08,3174.75,45,15,50246.53,3349.768667,9,3,0.3333,1.4444,8,15635.43,0.311174,1
9e2b553d-5857-4bd4-8df5-c24f4d5ab2e7,f6176f19-c718-4746-9808-d110ecf53a50,2025-10-08,338.84,45,6,9184.81,1530.801667,5,3,0.6000,1.6000,3,1388.35,0.151157,0
b2a2b452-b283-402e-936a-caa6681306df,1fff1144-0a72-44bd-ae41-900fd84b9dec,2025-10-08,5967.34,30,3,12661.85,4220.616667,3,0,0.0000,0.0000,0,0.00,0.000000,0
b85b65a3-a9e7-482b-91a6-d6b804ea1f3f,b21eb80b-84a0-490b-abcb-151568e54d64,2025-10-08,7476.11,30,3,6300.49,2100.163333,3,0,0.0000,0.0000,0,0.00,0.000000,0
cb44eeb6-5d37-49f6-9696-af0790aad419,6dd97a45-7233-4f75-bf2b-a02f9e2403f5,2025-10-08,9086.74,30,4,9767.96,2441.990000,2,0,0.0000,0.0000,0,6388.70,0.654046,0
04d344cd-b3a9-4f7d-8b69-4ca87929687d,27415395-c694-42d4-a2b5-04dfddb578f5,2025-10-09,5040.63,15,4,4453.59,1113.397500,3,0,0.0000,0.0000,0,925.52,0.207814,0
0701f7de-9bc3-4165-a47b-547b8d48a395,20862386-94e2-45f7-815a-43c7bc2f2b60,2025-10-09,1945.18,30,4,13905.53,3476.382500,3,2,0.6667,3.6667,10,1962.30,0.141117,1
66126ab7-dd80-452d-81da-cbd714ad27b8,3d036612-3ff3-451e-a921-d163e55b4c30,2025-10-09,566.95,30,6,15375.20,2562.533333,4,3,0.7500,4.5000,9,6381.69,0.415064,1
902ea532-fc4e-4f93-8cf9-c73fed6ad3cc,d1907207-2f2d-4486-87e7-7b004fd2fab1,2025-10-09,6305.36,30,6,13577.77,2262.961667,4,3,0.7500,1.2500,3,4064.57,0.299355,0
9960968e-3a70-446a-890d-258a3ac7108a,6b35501e-08f6-41b4-8699-30281befd8ec,2025-10-09,436.23,45,4,16774.23,4193.557500,3,2,0.6667,1.6667,3,2073.14,0.123591,1
a7800a8c-10bf-4275-a197-eeb84cc6470d,36526e5e-f875-4c3e-a8d6-c50ede833ade,2025-10-09,10832.99,15,3,4945.04,1648.346667,2,1,0.5000,1.0000,2,883.03,0.178569,1
c8bbce54-f435-4497-afd7-7054f30f5db0,3da770f9-a532-48df-a2e4-cf550c263161,2025-10-09,11961.77,30,6,13047.69,2174.615000,4,1,0.2500,3.0000,12,4838.68,0.370846,0
cdc297cb-2105-4ff7-b20d-d9efc035e4d0,66aa9f2d-de6b-4def-8269-b6d0177dbf9a,2025-10-09,1416.33,30,14,53908.58,3850.612857,11,5,0.4545,1.0000,3,8292.94,0.153833,1
d8738401-e9f1-4bf5-bd24-a843c6b034b2,c7af740f-1d7a-4321-9d3e-ec9107c05254,2025-10-09,8679.78,15,6,7159.49,1193.248333,4,2,0.5000,1.0000,3,982.18,0.137186,0
e62122c9-f468-4ece-b3f7-9bc75629236f,c7e971e5-62a6-49c9-a239-e17ea1f253a5,2025-10-09,10091.13,45,5,6716.67,1343.334000,4,4,1.0000,8.0000,16,1041.26,0.155026,1
fbcd3cef-4c24-4117-ae2c-1af75fca8634,e223a14f-9752-4dfc-b998-04cfae44ca10,2025-10-09,8738.55,30,11,21978.74,1998.067273,9,5,0.5556,0.8889,2,6342.95,0.288595,0
138fb1d8-9038-4ae6-b2b7-6133d52cb718,8daa11dd-d410-44bf-a0de-622a9ca7c78d,2025-10-10,6052.27,15,10,27092.07,2709.207000,8,3,0.3750,1.1250,4,982.53,0.036266,0
53e624c7-6f66-490c-a63d-562a6216d56e,1fff1144-0a72-44bd-ae41-900fd84b9dec,2025-10-10,8746.19,30,4,18629.19,4657.297500,3,0,0.0000,0.0000,0,5967.34,0.320322,1
5c13c830-0c34-4dba-8845-d38adefdd765,ed2171b1-c19b-4e0d-8734-299f1f997a16,2025-10-10,12151.69,15,5,6200.61,1240.122000,4,3,0.7500,8.7500,18,1112.43,0.179407,1
5ec2da48-bafd-4112-bc17-f9236b2f477d,6fb7d847-f44b-41dc-a325-7b26c61cbc96,2025-10-10,5712.39,45,11,30917.42,2810.674545,4,1,0.2500,2.5000,10,16677.53,0.539422,0
85db17d2-cc98-4502-9c09-8c7ebce3f856,54739a70-fe3b-45f0-b6da-5eb96fddebc6,2025-10-10,3323.13,30,10,30785.31,3078.531000,8,4,0.5000,0.8750,3,3655.49,0.118741,0
c2585a12-77d6-4679-9130-13e0b59fc2a6,3cc7350b-72e0-4990-a2f4-79f0e19bfe72,2025-10-10,7308.78,15,13,28147.72,2165.209231,9,4,0.4444,1.0000,3,3130.40,0.111213,0
f96cb34f-9151-45f6-b760-f0f1d0f99630,6a7efc18-882b-4c4c-a75d-1b8aecdbf4a6,2025-10-10,468.57,30,5,4312.58,862.516000,5,2,0.4000,0.6000,2,0.00,0.000000,1
3550ba2a-aa5d-40c2-a9c5-be2bbd80564a,dc32c9bc-f5b1-425c-b068-0f753d9baf2f,2025-10-11,6057.83,30,3,2638.25,879.416667,3,2,0.6667,3.3333,7,0.00,0.000000,1
38695ab1-eede-45c2-9157-52350ba6da29,0b94772b-0571-4308-92cc-ac6baf2ac02b,2025-10-11,7771.19,45,4,19418.54,4854.635000,4,0,0.0000,0.0000,0,0.00,0.000000,1
47b661d9-4ed6-468a-bf38-e5eb941a3392,8b278dae-e043-44f3-a5f0-8466df24d3a2,2025-10-11,3077.93,30,9,9776.28,1086.253333,9,4,0.4444,1.4444,6,0.00,0.000000,1
4f4b3886-c705-4d0d-aad9-f654eb9202b5,a69011f4-c3f9-4f91-92f2-3df9072b53e7,2025-10-11,3355.19,15,9,13761.86,1529.095556,9,2,0.2222,0.3333,2,0.00,0.000000,0
58f712c8-3b97-48b2-b1d5-05ba2afe1387,556c3740-52fd-4022-8755-b92b9fa5342d,2025-10-11,728.93,45,4,13820.67,3455.167500,4,4,1.0000,2.2500,3,0.00,0.000000,0
6c4267a8-56d1-421c-afed-8f433eeb8caf,3378475b-b350-4593-9546-01468d85dcd8,2025-10-11,1501.78,30,5,6225.94,1245.188000,5,1,0.2000,0.6000,3,0.00,0.000000,0
77aed852-40f9-4182-b2c9-df608d2f4a24,4f4f2ef2-6350-45b8-af19-6bd90adfc454,2025-10-11,4505.35,15,9,17186.92,1909.657778,7,3,0.4286,1.8571,10,2010.40,0.116973,1
85b91afd-4ab8-4e52-a2d4-1813b55e9981,86ab916f-9734-41f0-b5c0-9bbc082b3251,2025-10-11,4543.37,30,11,25532.50,2321.136364,10,5,0.5000,1.7000,10,2165.56,0.084816,0
00649d7b-8abd-4a05-a1a9-9cf9acdcb758,7b3011de-1fd5-49d7-8cd0-565a3af5b5da,2025-10-12,4442.78,30,8,12760.58,1595.072500,7,5,0.7143,2.2857,9,276.74,0.021687,0
1d33bc12-8fb3-4198-9c78-bb8529e929a0,403ba4f6-3b05-4fb0-9c95-6068878e01b1,2025-10-12,813.89,30,10,48674.54,4867.454000,7,3,0.4286,2.7143,14,18451.29,0.379075,0
258f4e9d-0a60-4c30-ba3e-e4dbe30e5de9,cbf3e2e4-9c43-4976-afaa-bc231bff129c,2025-10-12,5298.22,45,5,12612.41,2522.482000,5,5,1.0000,9.4000,15,0.00,0.000000,1
6e0b7d71-2fb8-47cf-95a8-9b0f158e27fb,9c60f8cc-bb5f-4a3b-9a8b-95367617a69c,2025-10-12,7877.54,30,3,6498.51,2166.170000,2,2,1.0000,6.0000,11,896.26,0.137918,1
9e9d86f6-4c9d-4326-9d5e-00983b1d0364,cf567dce-5613-483a-b10d-b4947a588d18,2025-10-12,1569.99,45,4,11366.08,2841.520000,4,3,0.7500,5.7500,18,0.00,0.000000,1
f75b73e1-07eb-4fd3-8021-40451f642fbc,f5f339bf-3ab5-4a2e-916f-2db044568f67,2025-10-12,5815.48,45,5,6001.72,1200.344000,5,4,0.8000,4.6000,10,0.00,0.000000,1
f8d8e7e7-5e47-4977-9114-198452a3f65d,45b35575-e766-4b46-861c-910c86237813,2025-10-12,4284.14,15,10,17621.71,1762.171000,7,3,0.4286,2.2857,10,8580.63,0.486935,1
07224ec3-f661-42d6-8e88-d678fc19f084,bc2eaeff-d2cb-413b-8716-a7fa6d9507c2,2025-10-13,8824.90,15,10,17146.78,1714.678000,7,1,0.1429,0.2857,2,2913.86,0.169936,1
56bf541d-1acf-4127-9aca-561ad94ff265,e630e7cb-c24b-49e2-af83-702facb0c4b9,2025-10-13,5847.02,15,4,12897.89,3224.472500,3,0,0.0000,0.0000,0,1573.27,0.121979,0
580fa0bc-1a70-47a8-ae20-767ff2c43825,5772f550-5886-44ab-b618-cc525d22c053,2025-10-13,3152.68,30,11,32611.82,2964.710909,9,5,0.5556,2.3333,8,9400.91,0.288267,1
65a0ad86-4ce4-404e-8c51-74fe1691bba5,b247c235-943b-4c46-91c2-168e86d26161,2025-10-13,517.70,45,7,4435.16,633.594286,5,2,0.4000,0.4000,1,1868.67,0.421331,1
808f5da4-d6d1-4bc3-9bec-7a217197dde5,d768ded2-0e1f-4338-a373-8cb12093b6b9,2025-10-13,1864.30,30,7,16415.71,2345.101429,4,3,0.7500,1.5000,3,10345.79,0.630237,1
bdba79fa-97b3-4d42-91ec-cd206394e279,86ab916f-9734-41f0-b5c0-9bbc082b3251,2025-10-13,745.92,30,12,30075.87,2506.322500,10,5,0.5000,1.7000,10,6708.93,0.223067,0
cb1e7159-a798-4bec-b5a8-b8a865e7856d,45b88888-2215-4e91-9647-006d4a1e9e88,2025-10-13,1457.87,30,3,12189.97,4063.323333,3,2,0.6667,1.6667,3,0.00,0.000000,0
e98492f8-c38a-41c3-b5d7-e82013eb6a49,2c3ca1b8-7c76-4a4c-80bf-5314fb7f22ae,2025-10-13,3353.27,30,5,12407.18,2481.436000,5,3,0.6000,1.0000,3,0.00,0.000000,0
1e0f2b92-66d4-40e7-901d-2a705348b884,d1907207-2f2d-4486-87e7-7b004fd2fab1,2025-10-14,6984.87,30,7,19883.13,2840.447143,5,4,0.8000,1.2000,3,8520.50,0.428529,0
577131ef-390a-474a-9f57-bbc608e9cc71,b2109776-616b-488c-9721-f3f116afd30f,2025-10-14,3729.59,30,4,13237.27,3309.317500,4,1,0.2500,2.0000,8,0.00,0.000000,0
601c2f0b-d647-4ff2-983c-034e1d6dae50,b8bfbbb5-a5a0-4d3d-905f-57ced220ffd3,2025-10-14,8885.57,30,4,3912.27,978.067500,4,2,0.5000,0.7500,2,0.00,0.000000,1
b1066c74-0413-4782-b2e5-1a32843eddcc,03d535e6-bab9-4699-93ff-729d55e623f0,2025-10-14,2123.91,30,3,4837.03,1612.343333,3,3,1.0000,2.0000,3,0.00,0.000000,0
e4043180-f8c3-497b-b893-0d5081fceac8,9cbf413a-a00b-482b-9441-e8fce7668a2e,2025-10-14,5298.22,45,10,24462.28,2446.228000,6,1,0.1667,0.5000,3,7829.14,0.320049,0
1e7b2593-9990-4b56-9d03-dad0a0f15500,744605d3-9330-457d-9c53-8b4b59950976,2025-10-15,1258.78,30,6,17072.50,2845.416667,3,1,0.3333,0.3333,1,5808.56,0.340229,1
42a88134-5f5c-4e98-98a3-1fc361151332,091ba1e5-58cf-4e6c-badc-17dbe89dea69,2025-10-15,2269.61,45,12,41806.63,3483.885833,7,3,0.4286,1.4286,6,16687.42,0.399157,0
6a86094c-0e84-4a72-88be-aeea083610ec,00acfd4d-b8a4-441a-b965-3c900cea01a1,2025-10-15,4996.77,30,5,21402.08,4280.416000,3,0,0.0000,0.0000,0,10124.70,0.473071,0
95e15eee-3f94-49db-8ec6-46683cba0535,f201cdf9-cb7c-4b4b-8da0-68bccc439429,2025-10-15,4471.03,15,6,16658.42,2776.403333,6,3,0.5000,3.8333,11,0.00,0.000000,1
9d3141af-e0bc-4ec0-a930-f4a6eaf94f4e,ced1be46-44d9-42f9-913f-bf359f04d616,2025-10-15,1865.83,15,6,13758.72,2293.120000,6,4,0.6667,1.6667,3,0.00,0.000000,1
b2cf5bba-4f5a-47ca-a939-6aafbc7ba863,229edd85-4113-4b2a-be5b-1cc986fd5173,2025-10-15,5515.99,30,8,16793.41,2099.176250,5,3,0.6000,2.2000,7,9217.16,0.548856,1
096f7bb9-0c16-4c1a-a428-2772f5a6156f,79ce75bd-e156-4762-a109-91880fa27abc,2025-10-16,566.95,45,9,19750.36,2194.484444,5,1,0.2000,1.2000,6,6977.84,0.353302,0
0fd685da-0126-411d-b101-8b41a8dd574a,82241b4b-7959-4079-9369-bbfcffcbc453,2025-10-16,947.21,30,8,19766.83,2470.853750,8,1,0.1250,1.3750,11,0.00,0.000000,0
146100fb-90a6-48a4-9840-e70d3005f7a0,e223a14f-9752-4dfc-b998-04cfae44ca10,2025-10-16,1120.32,30,12,30717.29,2559.774167,9,5,0.5556,0.8889,2,15081.50,0.490978,0
4ee352b5-b3f5-439b-9daa-3fe00597bfc9,e74c4bf9-90b2-4723-8b21-9af623c5b124,2025-10-16,2508.72,45,7,15845.42,2263.631429,6,1,0.1667,1.3333,8,1849.43,0.116717,0
a661330d-c243-4d7c-8962-c89441934847,c3bc5bb3-aee9-4150-b36a-c89a22162e7d,2025-10-16,1085.19,45,8,21556.14,2694.517500,6,5,0.8333,2.8333,9,5888.84,0.273186,0
af33d40e-9c71-4743-ad70-9650c6a3440b,b88b94e7-2bbd-4939-98cc-217258c364d3,2025-10-16,172.57,15,4,11101.28,2775.320000,4,1,0.2500,0.2500,1,0.00,0.000000,1
ce91aa5c-d176-4cbf-8e10-6b559f593c4e,db49dbe2-b046-4b0c-8d11-6e496b852270,2025-10-16,1349.86,30,12,33925.28,2827.106667,12,6,0.5000,1.4167,9,0.00,0.000000,0
0ee0c801-6008-4c57-8cef-2710268a933a,e9152f33-f58e-4690-a02f-18066572acda,2025-10-17,756.54,15,4,10894.33,2723.582500,4,2,0.5000,1.0000,3,0.00,0.000000,1
1262a894-75ce-43f9-822d-30f6ba285771,5772f550-5886-44ab-b618-cc525d22c053,2025-10-17,9124.40,30,12,35764.50,2980.375000,9,5,0.5556,2.3333,8,12553.59,0.351007,0
2795a0a4-dd0c-4c0b-8830-d6c9f56f76b1,3da770f9-a532-48df-a2e4-cf550c263161,2025-10-17,5238.66,30,7,25009.46,3572.780000,4,1,0.2500,3.0000,12,16800.45,0.671764,0
525576b4-0c1d-4ef8-bbda-89439b3eee11,1445cd5d-91a8-417f-b07d-805a30ad7fb7,2025-10-17,11057.63,15,3,4600.36,1533.453333,3,1,0.3333,0.3333,1,0.00,0.000000,0
9fc1db91-8b2f-4df7-b905-15bb8fccfb33,1948ea27-1b6a-4dd3-8c99-b399dcf88ed3,2025-10-17,6241.82,30,6,15342.70,2557.116667,6,2,0.3333,2.1667,10,0.00,0.000000,1
b27a229f-ca95-4236-a0b3-b098cf3d5420,7613c703-00a5-4fcd-b61f-b4f85bd36ac2,2025-10-17,2101.79,15,5,12343.36,2468.672000,5,2,0.4000,2.8000,12,0.00,0.000000,0
f2b92816-153f-4091-a1ac-667e5d892a48,9cbf413a-a00b-482b-9441-e8fce7668a2e,2025-10-17,6480.98,45,11,29760.50,2705.500000,6,1,0.1667,0.5000,3,12549.83,0.421694,0
0ac303a2-e3c8-48ab-92a8-41f2629f3aa7,b21eb80b-84a0-490b-abcb-151568e54d64,2025-10-18,4714.66,30,4,13776.60,3444.150000,3,0,0.0000,0.0000,0,7476.11,0.542667,0
0bde619b-dbcd-4d3b-899f-26eadd207f54,db49dbe2-b046-4b0c-8d11-6e496b852270,2025-10-18,6480.98,30,13,35275.14,2713.472308,12,6,0.5000,1.4167,9,1349.86,0.038267,0
10f8abe8-1854-4a24-9861-55737e39012b,911f8116-248a-4e3d-afb4-62a632746852,2025-10-18,4569.90,30,19,29933.53,1575.448947,15,6,0.4000,1.4667,10,2290.11,0.076507,1
23e5ae93-cd07-437f-bed9-064861dc8595,b4ff4a71-e2cb-40a7-afaa-04a5be660e06,2025-10-18,8885.57,45,4,2338.12,584.530000,3,1,0.3333,1.0000,3,572.04,0.244658,0
6c0d51dd-5483-47dd-bfb8-00264146a089,97a7e174-c5da-4d97-b94b-09d5f4788809,2025-10-18,2396.57,45,4,9100.02,2275.005000,2,0,0.0000,0.0000,0,4667.83,0.512947,0
057d1521-5116-449b-a570-b6d403c48e56,a69011f4-c3f9-4f91-92f2-3df9072b53e7,2025-10-19,3973.66,15,10,17117.05,1711.705000,9,2,0.2222,0.3333,2,3355.19,0.196015,0
54581645-fb51-4502-9e1c-fa3fd2e70946,6a7efc18-882b-4c4c-a75d-1b8aecdbf4a6,2025-10-19,643.01,30,6,4781.15,796.858333,5,2,0.4000,0.6000,2,468.57,0.098004,1
68506dbc-57e8-41b4-8798-31e4584abc51,67fc2766-666c-4de5-9a16-9a35603b9a46,2025-10-19,764.91,30,3,21364.30,7121.433333,3,3,1.0000,50.3333,66,0.00,0.000000,1
6f5b4624-c68a-43ff-bd3d-3f9c66db7cb8,091ba1e5-58cf-4e6c-badc-17dbe89dea69,2025-10-19,8738.55,45,13,44076.24,3390.480000,7,3,0.4286,1.4286,6,18957.03,0.430096,1
