business_id,date,cash_inflow,cash_outflow,net_cash_flow,cash_inflow_rolling_7,cash_inflow_rolling_30,cash_outflow_rolling_7,cash_outflow_rolling_30,net_cash_flow_rolling_7,net_cash_flow_rolling_30,net_cash_flow_lag_1,net_cash_flow_lag_7,day_of_week,day_of_month,month,days_since_series_start
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-05,20566.24,125965.67,-105399.43,13602.312857142857,6774.074333333333,53417.82,84280.01666666666,-39815.50714285714,-77505.94233333334,-28620.93,-9817.92,6,5,1,143
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-06,8163.15,17171.43,-9008.28,16159.232857142857,7237.476333333334,69629.24142857143,83659.22166666666,-53470.008571428574,-76421.74533333333,-105399.43,-79455.74,0,6,1,144
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-07,5261.99,38331.25,-33069.26,15616.539999999999,7509.5813333333335,59022.625714285714,83902.973,-43406.08571428571,-76393.39166666666,-9008.28,-98783.64,1,7,1,145
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-08,4193.38,110472.83,-106279.45,13691.004285714285,7684.981,47709.32142857143,83676.52833333334,-34018.317142857144,-75991.54733333334,-33069.26,-5623.13,2,8,1,146
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-09,10001.04,49886.54,-39885.5,11367.752857142856,7824.760333333334,59765.544285714284,80483.72833333332,-48397.791428571436,-72658.96800000001,-106279.45,-62108.82,3,9,1,147
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-10,10898.43,56044.99,-45146.56,11382.380000000001,7952.897666666667,56605.411428571424,78668.05366666666,-45223.03142857143,-70715.156,-39885.5,5701.63,4,10,1,148
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-11,8503.0,100561.83,-92058.83,11349.528571428573,8093.181333333333,63836.58714285714,78389.74533333333,-52487.05857142858,-70296.564,-45146.56,-28620.93,5,11,1,149
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-12,2798.74,21157.05,-18358.31,9655.318571428574,8227.905333333334,71204.93428571428,81084.66,-61549.61571428571,-72856.75466666667,-92058.83,-105399.43,6,12,1,150
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-13,10289.16,137760.27,-127471.11,7117.104285714285,8174.322333333333,56232.27428571428,81206.72266666667,-49115.17,-73032.40033333334,-18358.31,-9008.28,0,13,1,151
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-14,455.26,140492.01,-140036.75,7420.820000000001,8507.845333333333,73459.25142857143,84070.42233333334,-66038.43142857144,-75562.577,-127471.11,-33069.26,1,14,1,152
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-15,4945.48,142173.53,-137228.05,6734.144285714285,8355.104666666668,88053.64571428571,82914.69,-81319.50142857143,-74559.58533333334,-140036.75,-106279.45,2,15,1,153
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-16,0.0,10675.76,-10675.76,6841.587142857143,8249.186,92582.31714285714,83472.25166666666,-85740.73,-75223.06566666666,-137228.05,-39885.5,3,16,1,154
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-17,1546.53,80086.55,-78540.02,5412.867142857142,7736.1426666666675,86980.77714285713,82610.59066666666,-81567.91,-74874.448,-10675.76,-45146.56,4,17,1,155
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-18,9055.08,200415.97,-191360.89,4076.8814285714284,7787.693666666668,90415.28571428571,80590.355,-86338.40428571428,-72802.66133333334,-78540.02,-92058.83,5,18,1,156
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-19,2274.18,80126.81,-77852.63,4155.75,7995.145666666666,104680.16285714286,83020.60066666667,-100524.41285714286,-75025.455,-191360.89,-18358.31,6,19,1,157
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-20,6305.36,49669.72,-43364.36,4080.8128571428574,8070.951666666666,113104.41428571427,83992.76433333333,-109023.60142857142,-75921.81266666666,-77852.63,-127471.11,0,20,1,158
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-21,5288.9,34996.24,-29707.34,3511.6985714285715,8154.441666666667,100520.05,80201.22866666666,-97008.35142857142,-72046.78700000001,-43364.36,-140036.75,1,21,1,159
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-22,7360.69,97501.78,-90141.09,4202.2185714285715,7717.716666666666,85449.22571428573,75050.66466666666,-81247.00714285714,-67332.948,-29707.34,-137228.05,2,22,1,160
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-23,0.0,119499.73,-119499.73,4547.248571428571,7627.397666666667,79067.54714285715,76752.23233333333,-74520.29857142858,-69124.83466666666,-90141.09,-10675.76,3,23,1,161
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-24,1553.82,100198.95,-98645.13,4547.248571428571,7281.1793333333335,94613.82857142857,72852.44666666667,-90066.58,-65571.26733333334,-119499.73,-78540.02,4,24,1,162
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-25,3059.65,37713.83,-34654.18,4548.29,7332.973333333333,97487.02857142857,76101.47333333334,-92938.73857142858,-68768.5,-98645.13,-191360.89,5,25,1,163
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-26,2866.9,42692.76,-39825.86,3691.7999999999997,7360.185333333333,74243.86571428571,73892.11366666667,-70552.06571428572,-66531.92833333333,-34654.18,-77852.63,6,26,1,164
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-27,14836.33,41031.68,-26195.35,3776.4742857142855,7455.748666666666,68896.14428571428,74584.564,-65119.67,-67128.81533333333,-39825.86,-43364.36,0,27,1,165
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-28,9976.45,76346.85,-66370.4,4995.184285714285,7847.983333333334,67662.13857142857,73618.39733333333,-62666.95428571429,-65770.414,-26195.35,-29707.34,1,28,1,166
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-29,26711.97,83792.34,-57080.37,5664.834285714285,8091.605,73569.36857142857,75747.10166666667,-67904.53428571428,-67655.49666666667,-66370.4,-90141.09,2,29,1,167
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-30,3108.89,123651.81,-120542.92,8429.302857142857,8583.270666666667,71610.87714285715,75492.92166666666,-63181.57428571429,-66909.651,-57080.37,-119499.73,3,30,1,168
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-01-31,4483.61,28226.66,-23743.05,8873.43,8062.209000000001,72204.03142857143,75697.16933333334,-63330.601428571434,-67634.96033333334,-120542.92,-98645.13,4,31,1,169
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-01,4079.71,58844.28,-54764.57,9291.971428571429,7529.791333333333,61922.275714285715,75768.74900000001,-52630.30428571428,-68238.95766666667,-23743.05,-34654.18,5,1,2,170
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-02,2241.55,112600.81,-110359.26,9437.694285714286,7335.826666666666,64940.91142857143,75329.976,-55503.21714285714,-67994.14933333333,-54764.57,-39825.86,6,2,2,171
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-03,7417.7,84921.74,-77504.04,9348.358571428571,7039.598666666668,74927.7757142857,78902.44433333333,-65579.41714285714,-71862.84566666666,-110359.26,-26195.35,0,3,2,172
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-04,0.0,215252.7,-215252.7,8288.554285714286,6608.106333333333,81197.78428571428,80100.389,-72909.23,-73492.28266666667,-77504.04,-66370.4,1,4,2,173
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-05,14626.27,140638.14,-126011.87,6863.347142857143,5922.565,101041.47714285715,83076.62333333334,-94178.12999999999,-77154.05833333333,-215252.7,-57080.37,2,5,2,174
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-06,20610.67,124749.82,-104139.15,5136.818571428571,6138.002333333334,109162.30571428573,87192.18033333334,-104025.48714285714,-81054.17800000001,-126011.87,-120542.92,3,6,2,175
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-07,8133.22,84983.2,-76849.98,7637.072857142856,6649.625,109319.16428571429,90072.79933333333,-101682.09142857142,-83423.17433333333,-104139.15,-23743.05,4,7,2,176
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-08,11442.99,106955.16,-95512.17,8158.445714285714,6780.9529999999995,117427.24142857142,89223.145,-109268.7957142857,-82442.192,-76849.98,-54764.57,5,8,2,177
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-09,17114.31,101466.86,-84352.55,9210.342857142856,6829.017999999999,124300.2242857143,91125.43233333333,-115089.88142857143,-84296.41433333332,-95512.17,-110359.26,6,9,2,178
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-10,8104.3,186333.8,-178229.5,11335.022857142858,7036.213999999999,122709.66,92639.49466666668,-111374.63714285716,-85603.28066666667,-84352.55,-77504.04,0,10,2,179
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-11,12455.31,36449.91,-23994.6,11433.108571428571,7022.924,137197.09714285715,95498.56033333334,-125763.98857142856,-88475.63633333333,-178229.5,-215252.7,1,11,2,180
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-12,21589.49,60768.24,-39178.75,13212.438571428573,7344.809666666667,111653.84142857141,96008.32233333333,-98441.40285714286,-88663.51266666666,-23994.6,-126011.87,2,12,2,181
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-13,994.55,56049.72,-55055.17,14207.184285714286,7721.4873333333335,100243.85571428573,93441.92133333333,-86036.67142857143,-85720.434,-39178.75,-104139.15,3,13,2,182
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-14,9291.44,63129.35,-53837.91,11404.881428571429,7739.4636666666665,90429.55571428571,90627.17833333333,-79024.67428571428,-82887.71466666667,-55055.17,-76849.98,4,14,2,183
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-15,11329.47,74456.05,-63126.58,11570.341428571428,7884.329,87307.57714285715,87992.37233333335,-75737.23571428572,-80108.04333333332,-53837.91,-95512.17,5,15,2,184
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-16,0.0,275773.2,-275773.2,11554.124285714288,8261.978,82664.84714285715,90118.382,-71110.72285714286,-81856.40400000001,-63126.58,-84352.55,6,16,2,185
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-17,8576.81,192793.83,-184217.02,9109.222857142857,8210.427,107565.75285714286,96641.27033333335,-98456.53,-88430.84333333334,-275773.2,-178229.5,0,17,2,186
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-18,421.14,93744.52,-93323.38,9176.724285714286,8194.484666666667,108488.61428571427,96387.199,-99311.89,-88192.71433333334,-184217.02,-23994.6,1,18,2,187
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-19,9010.11,49061.88,-40051.77,7457.557142857143,8132.716666666666,116673.55857142856,96841.12266666666,-109216.00142857143,-88708.406,-93323.38,-39178.75,2,19,2,188
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-20,0.0,70258.68,-70258.68,5660.502857142857,8222.875,115001.22142857141,96820.86133333335,-109340.71857142857,-88597.98633333333,-40051.77,-55055.17,3,20,2,189
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-21,3345.4,75709.95,-72364.55,5518.424285714284,8046.578333333334,117031.07285714286,97996.276,-111512.64857142858,-89949.69766666666,-70258.68,-53837.91,4,21,2,190
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-22,6735.41,187687.87,-180952.46,4668.99,7912.735333333333,118828.30142857143,97269.88166666667,-114159.31142857143,-89357.14633333334,-72364.55,-63126.58,5,22,2,191
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-23,149.38,72960.15,-72810.77,4012.695714285714,8137.249,135004.2757142857,99542.81966666668,-130991.58,-91405.57066666667,-180952.46,-275773.2,6,23,2,192
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-24,3519.2,65761.97,-62242.77,4034.035714285714,8090.434333333334,106030.98285714285,98634.85966666667,-101996.94714285714,-90544.42533333335,-72810.77,-184217.02,0,24,2,193
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-25,3253.09,50425.08,-47171.99,3311.52,8105.752666666666,87883.57428571429,99569.79766666665,-84572.05428571429,-91464.045,-62242.77,-93323.38,1,25,2,194
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-26,6986.41,170997.54,-164011.13,3716.084285714285,8118.625666666666,81695.08285714286,99827.54166666667,-77978.99857142857,-91708.916,-47171.99,-40051.77,2,26,2,195
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-27,6768.06,105981.5,-99213.44,3426.9842857142858,7856.961666666667,99114.46285714286,104159.737,-95687.47857142857,-96302.77533333334,-164011.13,-70258.68,3,27,2,196
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-02-28,608.37,103760.79,-103152.42,4393.849999999999,7750.015333333333,104217.72285714287,105147.55866666666,-99823.87285714285,-97397.54333333335,-99213.44,-72364.55,4,28,2,197
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-01,2532.68,147968.8,-145436.12,4002.8457142857146,6879.895333333333,108224.98571428572,105813.17366666667,-104222.14,-98933.27833333334,-103152.42,-180952.46,5,1,3,198
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-02,4301.31,118235.42,-113934.11,3402.4557142857143,6860.6883333333335,102550.83285714286,106623.73999999999,-99148.37714285716,-99763.05166666668,-145436.12,-72810.77,6,2,3,199
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-03,778.44,85822.15,-85043.71,3995.5885714285714,6854.611666666667,109018.72857142857,109624.03199999999,-105023.14000000001,-102769.42033333333,-113934.11,-62242.77,0,3,3,200
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-04,8075.31,54382.96,-46307.65,3604.051428571428,6744.569333333334,111884.46857142856,110523.29433333334,-108280.41714285714,-103778.725,-85043.71,-47171.99,1,4,3,201
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-05,8494.45,138922.03,-130427.58,4292.94,6939.028,112449.88,108582.69933333334,-108156.94000000002,-101643.67133333333,-46307.65,-164011.13,2,5,3,202
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-06,3981.6,53806.96,-49825.36,4508.374285714285,6974.919666666667,107867.66428571427,110382.709,-103359.29000000001,-103407.78933333333,-130427.58,-99213.44,3,6,3,203
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-07,5489.23,104529.27,-99040.04,4110.308571428572,7107.639666666667,100414.15857142858,105001.18433333332,-96303.84999999999,-97893.54466666667,-49825.36,-103152.42,4,7,3,204
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-08,2855.08,15657.3,-12802.22,4807.574285714285,6803.071666666667,100523.94142857143,103797.55533333332,-95716.36714285715,-96994.48366666665,-99040.04,-145436.12,5,8,3,205
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-09,10024.23,58827.58,-48803.35,4853.631428571428,6211.218666666667,81622.29857142856,100161.138,-76768.66714285713,-93949.91933333334,-12802.22,-113934.11,6,9,3,206
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-10,2774.7,145739.21,-142964.51,5671.191428571428,6274.252333333334,73135.46428571429,99289.284,-67464.27285714286,-93015.03166666668,-48803.35,-85043.71,0,10,3,207
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-11,10234.04,122743.74,-112509.7,5956.371428571429,5985.309333333334,81695.04428571429,100582.08566666668,-75738.67285714285,-94596.77633333333,-142964.51,-46307.65,1,11,3,208
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-12,8397.43,200604.2,-192206.77,6264.761428571429,5755.967,91460.87000000001,101291.31499999999,-85196.10857142857,-95535.348,-112509.7,-130427.58,2,12,3,209
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-13,1887.31,321846.69,-319959.38,6250.901428571429,5765.738,100272.60857142857,101766.99500000001,-94021.70714285714,-96001.25700000001,-192206.77,-49825.36,3,13,3,210
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-14,4875.03,20558.61,-15683.58,5951.717142857143,5413.471333333334,138563.99857142856,111280.22099999999,-132612.2814285714,-105866.74966666667,-319959.38,-99040.04,4,14,3,211
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-15,4980.65,90300.4,-85319.75,5863.974285714286,4856.322666666668,126568.19000000002,109939.9,-120704.21571428572,-105083.57733333335,-15683.58,-12802.22,5,15,3,212
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-16,7932.26,58749.59,-50817.33,6167.627142857143,4989.192666666667,137231.49,111081.58933333332,-131063.86285714286,-106092.39666666668,-85319.75,-48803.35,6,16,3,213
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-17,6848.57,51313.99,-44465.42,5868.774285714287,4943.886666666666,137220.3485714286,110935.59733333332,-131351.57428571428,-105991.71066666668,-50817.33,-142964.51,0,17,3,214
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-18,8441.13,136928.17,-128487.04,6450.755714285714,4794.523333333333,123731.03142857143,110164.19533333332,-117280.27571428572,-105369.672,-44465.42,-112509.7,1,18,3,215
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-19,2169.09,156759.1,-154590.01,6194.625714285714,5075.894333333333,125757.37857142856,105536.02766666665,-119562.75285714286,-100460.13333333333,-128487.04,-192206.77,2,19,3,216
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-20,7614.89,96828.89,-89214.0,5304.862857142857,4862.303666666666,119493.79285714286,104334.87000000001,-114188.93000000001,-99472.56633333332,-154590.01,-319959.38,3,20,3,217
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-21,9881.68,27243.98,-17362.3,6123.088571428571,5102.095333333334,87348.39285714286,104437.68233333335,-81225.30428571429,-99335.587,-89214.0,-15683.58,4,21,3,218
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-22,9504.15,6354.33,3149.82,6838.324285714285,5131.147666666667,88303.44571428571,103710.419,-81465.12142857144,-98579.27133333334,-17362.3,-85319.75,5,22,3,219
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-23,4252.7,87717.44,-83464.74,7484.538571428572,5447.952666666666,76311.15000000001,101580.274,-68826.61142857143,-96132.32133333334,3149.82,-50817.33,6,23,3,220
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-24,5411.87,123805.35,-118393.48,6958.887142857143,5478.196,80449.41428571429,101980.52366666666,-73490.52714285713,-96502.32766666666,-83464.74,-44465.42,0,24,3,221
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-25,6542.81,60246.5,-53703.69,6753.644285714286,5434.0779999999995,90805.32285714286,99851.10633333333,-84051.67857142857,-94417.02833333334,-118393.48,-128487.04,1,25,3,222
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-26,6762.07,38802.36,-32040.29,6482.455714285715,5647.192333333333,79850.79857142856,99427.318,-73368.34285714287,-93780.12566666667,-53703.69,-154590.01,2,26,3,223
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-27,12011.21,62909.24,-50898.03,7138.595714285714,5755.2880000000005,62999.83571428572,98528.66433333333,-55861.24,-92773.37633333333,-32040.29,-89214.0,3,27,3,224
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-28,3226.74,101308.06,-98081.32,7766.641428571428,6047.225333333334,58154.17142857143,98944.80300000001,-50387.530000000006,-92897.57766666666,-50898.03,-17362.3,4,28,3,225
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-29,4715.3,51604.83,-46889.53,6815.935714285713,5921.903,68734.75428571428,96621.82033333332,-61918.81857142857,-90699.91733333333,-98081.32,3149.82,5,29,3,226
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-30,5211.75,137523.44,-132311.69,6131.814285714286,5853.477666666668,75199.11142857143,94809.26466666667,-69067.29714285715,-88955.787,-46889.53,-83464.74,6,30,3,227
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-03-31,4726.52,91150.64,-86424.12,6268.821428571428,6006.9236666666675,82314.25428571428,95934.68633333333,-76045.43285714286,-89927.76266666666,-132311.69,-118393.48,0,31,3,228
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-01,7945.07,43165.82,-35220.75,6170.914285714285,6080.051666666666,77649.2957142857,94040.74766666668,-71478.38142857143,-87960.696,-86424.12,-53703.69,1,1,4,229
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-02,17242.83,25574.2,-8331.37,6371.237142857142,6201.510333333334,75209.19857142857,91538.42766666666,-68837.96142857142,-85336.91733333333,-35220.75,-32040.29,2,2,4,230
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-03,6819.59,136122.78,-129303.19,7868.488571428571,6750.323333333333,73319.46142857142,89530.16266666666,-65450.97285714286,-82779.83933333334,-8331.37,-50898.03,3,3,4,231
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-04,1187.24,13597.3,-12410.06,7126.828571428572,6708.465999999999,83778.53857142858,92254.82333333333,-76651.70999999999,-85546.35733333333,-129303.19,-98081.32,4,4,4,232
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-05,12117.36,137442.66,-125325.3,6835.471428571429,6464.892333333334,71248.43000000001,88077.33233333334,-64412.95857142857,-81612.44,-12410.06,-46889.53,5,5,4,233
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-06,14827.31,63970.85,-49143.54,7892.908571428571,6736.084333333333,83510.97714285714,90865.18900000001,-75618.06857142856,-84129.10466666667,-125325.3,-132311.69,6,6,4,234
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-07,13502.83,220124.07,-206621.24,9266.56,7047.353666666666,73003.46428571429,89513.24166666667,-63736.904285714285,-82465.888,-49143.54,-86424.12,0,7,4,235
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-08,10865.49,87640.44,-76774.95,10520.318571428574,7402.278666666667,91428.23999999999,96328.80066666666,-80907.92142857143,-88926.52199999998,-206621.24,-35220.75,1,8,4,236
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-09,3337.06,174641.03,-171303.97,10937.521428571428,7430.3206666666665,97781.75714285715,97289.22933333334,-86844.23571428572,-89858.90866666666,-76774.95,-8331.37,2,9,4,237
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-10,9485.73,29591.56,-20105.83,8950.982857142857,7449.066000000001,119077.01857142858,98252.62333333332,-110126.03571428571,-90803.55733333335,-171303.97,-129303.19,3,10,4,238
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-11,9829.12,52898.04,-43068.92,9331.859999999999,7424.122333333334,103858.27285714286,95147.55066666666,-94526.41285714286,-87723.42833333332,-20105.83,-12410.06,4,11,4,239
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-12,7153.15,57037.23,-49884.08,10566.414285714285,7471.845333333333,109472.66428571429,90224.012,-98906.25,-82752.16666666667,-43068.92,-125325.3,5,12,4,240
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-13,9045.65,9231.93,-186.28,9857.24142857143,7647.373333333333,97986.17428571428,81397.03,-88128.93285714285,-73749.65666666666,-49884.08,-49143.54,6,13,4,241
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-14,9890.31,128639.91,-118749.6,9031.289999999999,7786.393999999999,90166.32857142857,81019.474,-81135.03857142858,-73233.08,-186.28,-206621.24,0,14,4,242
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-15,3866.47,27476.8,-23610.33,8515.215714285714,7950.0493333333325,77097.16285714286,82297.45766666668,-68581.94714285716,-74347.40833333334,-118749.6,-76774.95,1,15,4,243
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-16,1392.68,57545.57,-56152.89,7515.355714285715,7814.522999999999,68502.35714285714,81255.03133333333,-60987.00142857143,-73440.50833333333,-23610.33,-171303.97,2,16,4,244
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-17,5306.77,220324.96,-215018.19,7237.587142857143,7632.660000000001,51774.434285714284,81462.75066666667,-44536.84714285714,-73830.09066666666,-56152.89,-20105.83,3,17,4,245
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-18,8339.37,57968.05,-49628.68,6640.592857142858,7528.181333333333,79022.06285714285,84242.64366666667,-72381.47,-76714.46233333334,-215018.19,-43068.92,4,18,4,246
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-19,22375.3,103958.38,-81583.08,6427.771428571429,7733.857333333333,79746.34999999999,80949.60866666668,-73318.57857142857,-73215.75133333333,-49628.68,-49884.08,5,19,4,247
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-20,6443.93,30241.95,-23798.02,8602.364285714286,8225.871000000001,86449.37142857142,81187.25833333333,-77847.00714285715,-72961.38733333332,-81583.08,-186.28,6,20,4,248
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-21,6813.68,113806.63,-106992.95,8230.689999999999,8111.279333333334,89450.80285714286,81287.19066666668,-81220.11285714284,-73175.91133333332,-23798.02,-118749.6,0,21,4,249
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-22,11269.17,98758.33,-87489.16,7791.171428571428,8021.597,87331.76285714285,84868.934,-79540.59142857142,-76847.337,-106992.95,-23610.33,1,22,4,250
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-23,3392.67,234579.46,-231186.79,8848.699999999999,8255.479333333333,97514.83857142857,85236.96366666668,-88666.13857142857,-76981.48433333334,-87489.16,-56152.89,2,23,4,251
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-24,7630.64,29452.04,-21821.4,9134.412857142857,8188.172666666666,122805.39428571428,88929.434,-113670.98142857142,-80741.26133333334,-231186.79,-215018.19,3,24,4,252
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-25,10080.0,132572.86,-122492.86,9466.394285714285,8224.433666666668,95537.8342857143,87902.952,-86071.43999999999,-79678.51833333334,-21821.4,-49628.68,4,25,4,253
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-26,7920.27,39245.43,-31325.16,9715.055714285714,8335.031333333334,106195.66428571429,91028.63533333334,-96480.60857142857,-82693.604,-122492.86,-81583.08,5,26,4,254
9ae1ca9a-c01b-423f-8f5c-7af4a702a6f1,2025-04-27,12680.37,90984.17,-78303.8,7650.051428571429,8198.666666666666,96950.95714285714,90239.84166666666,-89300.9057142857,-82041.175,-31325.16,-23798.02,6,27,4,255
